Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
2e690a78aa1266195a78b910754e261dfbac21d4ccac221a03b8376c0f3a2439,2017-05,City of London Police,City of London Police,-0.092267,51.511745,On or near Cloak Lane,E01032739,City of London 001F,Burglary,Under investigation,
9ed1122f42ef1628124cf31de6da0f2d9c66d91a9be18375970433e0998bedea,2017-05,City of London Police,City of London Police,-0.079283,51.511021,On or near Seething Lane,E01032739,City of London 001F,Burglary,Under investigation,
4dd414a57b5c272339fbc6cc686b658091691986b9f62982e0d26d82f6d07708,2017-05,City of London Police,City of London Police,-0.092719,51.512652,On or near Queen Victoria Street,E01032739,City of London 001F,Burglary,Under investigation,
fb46f9723db6928f4ec41b79d81a82b1b8707d55b8586da925337dcbd07c19f1,2017-05,City of London Police,City of London Police,-0.090710,51.513132,On or near Queen Victoria Street,E01032739,City of London 001F,Burglary,Under investigation,
9f7481605e1f174121ab435dc6309872e7583a0cf155bc7ab55f4524e86ede00,2017-05,City of London Police,City of London Police,-0.098777,51.512526,On or near Knightrider Street,E01032739,City of London 001F,Burglary,Under investigation,
892e82879286cd18cc01d60ac588f8284cc4d151d5ba5d7a81952962ff53ec9a,2017-05,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Burglary,Under investigation,
10acbe04e84d8eb09719052677def829853ea6776e4383939e1d3eb19639501b,2017-05,City of London Police,City of London Police,-0.079283,51.511021,On or near Seething Lane,E01032739,City of London 001F,Burglary,Under investigation,
323981c16f78e95fe7666f0deaf1cf12ab8426262aa33dbc0d28426091bf1957,2017-05,City of London Police,City of London Police,-0.104244,51.512749,On or near New Bridge Street,E01032739,City of London 001F,Burglary,Under investigation,
1b32c0ddfd0830a5662cb905a353c8168246481851263a97cde0e6c6b69beb70,2017-05,City of London Police,City of London Police,-0.093493,51.513447,On or near Bow Lane,E01032739,City of London 001F,Burglary,Under investigation,
4e7a4def94ef02a4a6428ebcb1a9d7c2f5000095cbfb6de1c4b7f76575b5463a,2017-05,City of London Police,City of London Police,-0.104244,51.512749,On or near New Bridge Street,E01032739,City of London 001F,Burglary,Under investigation,
134e69ee745ae3b909c7fea81b4b85d8d89b6e9aff9677f338909518c31d44b7,2017-05,City of London Police,City of London Police,-0.086624,51.511923,On or near Clement'S Lane,E01032739,City of London 001F,Criminal damage and arson,Under investigation,
ccce201fa49ed1e7ece1198a918472952225a04b61f56f25e937810abbb25051,2017-05,City of London Police,City of London Police,-0.079444,51.512678,On or near Fenchurch Buildings,E01032739,City of London 001F,Criminal damage and arson,Under investigation,
98cada4d5f2dbddd9ae50f739ba14a2da34c7950e4e886f4eddf9ed0f8af8522,2017-05,City of London Police,City of London Police,-0.090419,51.514917,On or near Gresham Street,E01032739,City of London 001F,Criminal damage and arson,Under investigation,
236cc8e3999b47371f319c5d14cb0cfb5c548e7844a315c3c977083444334b5d,2017-05,City of London Police,City of London Police,-0.082571,51.514753,On or near Great St Helen'S,E01032739,City of London 001F,Criminal damage and arson,Under investigation,
8ecd3dd3448d40cb11b37aee82f527d2dbb34b6d2436bc8b2251395f745bac37,2017-05,City of London Police,City of London Police,-0.097645,51.515142,On or near St Martin'S Le Grand,E01032739,City of London 001F,Criminal damage and arson,Under investigation,
7dd57c842c2bb2458d0df4138ef0bd792b04c33776c4a527be71b13387c38511,2017-05,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Criminal damage and arson,Under investigation,
c03a20d90e1b2202cb9ff4fef52ce4412e9bcc3f2c7331ecaab218b8c8359b8b,2017-05,City of London Police,City of London Police,-0.084566,51.517690,On or near Blomfield Street,E01032739,City of London 001F,Criminal damage and arson,Under investigation,
e18396260615c306a36956accc895f1bf880cf1ef373f8b995ea711f6b622b0d,2017-05,City of London Police,City of London Police,-0.101395,51.510913,On or near Blackfriars Underpass,E01032739,City of London 001F,Criminal damage and arson,Investigation complete; no suspect identified,
373496a794ad4762f0b805b269b100abb446de974e68a47e9d86a144bc50fe89,2017-05,City of London Police,City of London Police,-0.084701,51.509320,On or near Lower Thames Street,E01032739,City of London 001F,Criminal damage and arson,Investigation complete; no suspect identified,
24955c155aea506ee83c7e5ecd16306ce64658efbd043ca60adfb4e36e2218ee,2017-05,City of London Police,City of London Police,-0.096075,51.514766,On or near Foster Lane,E01032739,City of London 001F,Criminal damage and arson,Investigation complete; no suspect identified,
89986cb0a7e18ce88174158a3ec1110ec2d2b065f860d72184b4e6d92a037f6d,2017-05,City of London Police,City of London Police,-0.101074,51.515162,On or near Warwick Square,E01032739,City of London 001F,Criminal damage and arson,Under investigation,
6d412c77d658a873621a9e7e323a532943d2847f1105f61044233b3fa9a99766,2017-05,City of London Police,City of London Police,-0.091494,51.510924,On or near College Street,E01032739,City of London 001F,Criminal damage and arson,Investigation complete; no suspect identified,
f417b10f1201f8869f41c34a859b3dfa9c8dd5868869114418ae7e4c6f8e38e9,2017-05,City of London Police,City of London Police,-0.084621,51.510200,On or near Botolph Lane,E01032739,City of London 001F,Drugs,Under investigation,
7ea5e27ac2dd46c59227579164a510d8af4204977903ca8b53535ea1f974a859,2017-05,City of London Police,City of London Police,-0.084618,51.512682,On or near Gracechurch Street,E01032739,City of London 001F,Drugs,Under investigation,
22f958c2cac0c8e5c31a9023a2be3177f4c783af9d86610b19afe3054ebcbe44,2017-05,City of London Police,City of London Police,-0.084085,51.513366,On or near Gracechurch Street,E01032739,City of London 001F,Drugs,Under investigation,
c6b4c13d80c84b3d2d00404cdf60024316f4defab9156335da20f766c3af953b,2017-05,City of London Police,City of London Police,-0.092719,51.512652,On or near Queen Victoria Street,E01032739,City of London 001F,Drugs,Under investigation,
f8aa89c522590bfa818344bb56376d8c760581e5d6ab8273bd6fe419b6b7e270,2017-05,City of London Police,City of London Police,-0.077694,51.513171,On or near Aldgate,E01032739,City of London 001F,Drugs,Under investigation,
d6652db1ed0b81b9b305a6dd13d59f0d77e0e18d2315a24cfd7e548412c56c5e,2017-05,City of London Police,City of London Police,-0.082571,51.514753,On or near Great St Helen'S,E01032739,City of London 001F,Drugs,Under investigation,
97dda446f62680f35fb916b767085104cd66351292c4d0fd1be205acedf609de,2017-05,City of London Police,City of London Police,-0.086278,51.509876,On or near Fish Street Hill,E01032739,City of London 001F,Drugs,Under investigation,
5d94e3e9799d519886c7d8f7dcda96bd163b3aaa82d912b469608c099b183273,2017-05,City of London Police,City of London Police,-0.077300,51.512607,On or near Carlisle Avenue,E01032739,City of London 001F,Drugs,Under investigation,
17ddcf2a89a04b7414ceedf9d019c1da5217fb0a1f9202cc6028b0be4e0f2c1f,2017-05,City of London Police,City of London Police,-0.092719,51.512652,On or near Queen Victoria Street,E01032739,City of London 001F,Drugs,Under investigation,
60d5695b80a67f99c6a14abbcabaa41027e6623934bf3344f918ab1e031a346a,2017-05,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Drugs,Under investigation,
888adc2c8acecc870ddfeb40a8804e5ba20addc25d02b2b3b85f09dd861df08c,2017-05,City of London Police,City of London Police,-0.097645,51.515142,On or near St Martin'S Le Grand,E01032739,City of London 001F,Drugs,Awaiting court outcome,
826e2f27639a6f9d27961fd493d65c7fa74ac1b0c640b07496fc15557d45d2ed,2017-05,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Drugs,Under investigation,
46018a5bd512620521b52c752d38eb986d68e3ce89ba7fb4df948b5617187ad7,2017-05,City of London Police,City of London Police,-0.092719,51.512652,On or near Queen Victoria Street,E01032739,City of London 001F,Drugs,Under investigation,
d421ed1192af11d347d8c80ec50818d93e962b6dc8f0fd714351e520f2e61b98,2017-05,City of London Police,City of London Police,-0.082571,51.514753,On or near Great St Helen'S,E01032739,City of London 001F,Drugs,Awaiting court outcome,
fd689cb49c7442169a79c93a18ad53bb67a7a2187e0d9a54d95366bf57989e77,2017-05,City of London Police,City of London Police,-0.086278,51.509876,On or near Fish Street Hill,E01032739,City of London 001F,Drugs,Under investigation,
8febecdbc06653c6e9d98dd611ec9d6a1dd2078085f0ced05db707aae2db72ef,2017-05,City of London Police,City of London Police,-0.097645,51.515142,On or near St Martin'S Le Grand,E01032739,City of London 001F,Drugs,Under investigation,
4f4891ce26f9d72672ea8e9aec716ad4f7208a66b65015c088339224edc76266,2017-05,City of London Police,City of London Police,-0.084618,51.512682,On or near Gracechurch Street,E01032739,City of London 001F,Drugs,Under investigation,
383bb6a2fc4bdff74cb8f65cc702e4fb4e679c4d4f94bd27528854f269fe3bbd,2017-05,City of London Police,City of London Police,-0.084618,51.512682,On or near Gracechurch Street,E01032739,City of London 001F,Drugs,Under investigation,
b31a8e3a4e9de86a9c8dac09cdf60b5be766dde8454fab3248e97c38a78ebf99,2017-05,City of London Police,City of London Police,-0.086051,51.513569,On or near Finch Lane,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
690ee693025f28184ce994ca901920cc328da0942846b09b91aab458dea02a58,2017-05,City of London Police,City of London Police,-0.085257,51.511200,On or near Talbot Court,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
66b3d68cc47628f35049a771b11ba0f0d80e8ff82a6a63d067d4284f59f79b10,2017-05,City of London Police,City of London Police,-0.083645,51.512504,On or near Lime Street Passage,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
562c32fbe7d52d63cf7ea8143d27589c5fb296c636d5110eb7d6c3cd5a220150,2017-05,City of London Police,City of London Police,-0.090710,51.513132,On or near Queen Victoria Street,E01032739,City of London 001F,Other theft,Under investigation,
323c7c1c62697d63f8fc7d3f829de9113c60422950d33d9609311898828eb4ba,2017-05,City of London Police,City of London Police,-0.086550,51.512651,On or near Birchin Lane,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
2a33a16f6cfc354e68c782d13d2189274a6981b9b8f6996a9d727d840625878d,2017-05,City of London Police,City of London Police,-0.080318,51.520678,On or near Primrose Street,E01032739,City of London 001F,Other theft,Under investigation,
a671f9861a412f4781166355f0661d7a9f87fedf53536c65b07aa73970ea74e7,2017-05,City of London Police,City of London Police,-0.086416,51.516191,On or near Throgmorton Avenue,E01032739,City of London 001F,Other theft,Under investigation,
4e2d661cc5dbe74788fd00ddc662bf8da89405f7b6948934e01f261b0168238e,2017-05,City of London Police,City of London Police,-0.082571,51.514753,On or near Great St Helen'S,E01032739,City of London 001F,Other theft,Under investigation,
72212878a46f1cb35e48ed42b2b78eea261f65f390d3325fd8ba9c598d431b3a,2017-05,City of London Police,City of London Police,-0.091151,51.516026,On or near Basinghall Street,E01032739,City of London 001F,Other theft,Under investigation,
b4310944ad42c159948009ee5ad16f0348ff0cfaa70a3920646d9f943801f1c0,2017-05,City of London Police,City of London Police,-0.080318,51.520678,On or near Primrose Street,E01032739,City of London 001F,Other theft,Under investigation,
e296b42333c4c7b8dd3e785f674bc0c7667d27f5e6288f56b981c41a44ca8891,2017-05,City of London Police,City of London Police,-0.080318,51.520678,On or near Primrose Street,E01032739,City of London 001F,Other theft,Under investigation,
1dfaf86d4e4960738887eb127f921dcbc0de6804ec3cab703892b12bf15cc253,2017-05,City of London Police,City of London Police,-0.080318,51.520678,On or near Primrose Street,E01032739,City of London 001F,Other theft,Under investigation,
01b57549e0f78b0b9e228409d5df6d0c333286de396842e795509b123de5de8d,2017-05,City of London Police,City of London Police,-0.080318,51.520678,On or near Primrose Street,E01032739,City of London 001F,Other theft,Under investigation,
b4527985e294b69c1a4c66b57bc43f54ce4f8c63f8767fc8eb7a0a48d77ae382,2017-05,City of London Police,City of London Police,-0.091151,51.514992,On or near Gresham Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
964e547ca51ec2d076e3eeae5e0b08b0853f1e2f5caff492bbac0852092a4cd3,2017-05,City of London Police,City of London Police,-0.084618,51.512682,On or near Gracechurch Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
95b256eadb0e473bd8cbece65507d361f2612b8930763c35659061becc3777ea,2017-05,City of London Police,City of London Police,-0.080318,51.520678,On or near Primrose Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
cb65856cd9749a3032ea07e2ffe3a9a983b149179fd74ede6a983a0264bdcfc4,2017-05,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Other theft,Under investigation,
0c0e39ed6e7e99be6c20c6d2fbd0fc9a1142d2d2903ba957557dc2c084a05ea9,2017-05,City of London Police,City of London Police,-0.082628,51.518189,On or near Sun Street Passage,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
b8665fe984b356a7f1a6790fd025783b0226911e23ba4d7aec554032230cfa74,2017-05,City of London Police,City of London Police,-0.092719,51.512652,On or near Queen Victoria Street,E01032739,City of London 001F,Other theft,Under investigation,
19c8f0ccdaf86567d347b693672b7c67268c3702e385116e7863b0215b5ccaf4,2017-05,City of London Police,City of London Police,-0.101055,51.513552,On or near Creed Lane,E01032739,City of London 001F,Other theft,Under investigation,
7c9b26ceab867a2b5de8e9cf8996060a356da1b4abbf38dfa348b57f040b51b2,2017-05,City of London Police,City of London Police,-0.085173,51.518680,On or near Finsbury Avenue,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
3519202894c9c9dfeb8ddfed07db3345c987da4aed5cd6c7f855fc233f79fec9,2017-05,City of London Police,City of London Police,-0.085310,51.518511,On or near Eldon Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
b1cb6e9738d037cb209ea27c8b399406f3e3d9171ea7f47e502c1c68a9204c3e,2017-05,City of London Police,City of London Police,-0.078924,51.508587,On or near Petty Wales,E01032739,City of London 001F,Other theft,Under investigation,
612c34b7f43b3872027788b94c7cdd95cb7c3befcf8b459b7c80acfc16b8ffa4,2017-05,City of London Police,City of London Police,-0.088203,51.518262,On or near Moorgate,E01032739,City of London 001F,Other theft,Under investigation,
c369e5fadb34a992ae7af546a3333a55b805d95e17797265da5fdb7415fe67c8,2017-05,City of London Police,City of London Police,-0.084768,51.512882,On or near Corbet Court,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
414085d608369a28950495509a0b635115b2b5f52e6807fb9e815893299134f4,2017-05,City of London Police,City of London Police,-0.082913,51.513463,On or near Leadenhall Street,E01032739,City of London 001F,Other theft,Under investigation,
3b733e2a00f61af900e911f0e3ca723d5ce7cfdc82374feee43395225aa1361b,2017-05,City of London Police,City of London Police,-0.079283,51.511021,On or near Seething Lane,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
59ead75c8906a417d06af1e040b52e5c13a06a75a4a9df48f89024c9610884c4,2017-05,City of London Police,City of London Police,-0.088393,51.511332,On or near Abchurch Lane,E01032739,City of London 001F,Other theft,Under investigation,
e68bf7047763e3615c3431d5660b9d739166f1c1addf8b7a82d492d523716c77,2017-05,City of London Police,City of London Police,-0.096511,51.511922,On or near Queen Victoria Street,E01032739,City of London 001F,Other theft,Under investigation,
f1bd0c938f6276bf4d9fc3af17bd67e1d6d7f896f9233bb4c6a7742ac494afda,2017-05,City of London Police,City of London Police,-0.088473,51.518374,On or near Moor Place,E01032739,City of London 001F,Other theft,Awaiting court outcome,
43cceca4f8ea3b8b2ba7eaa4155d97c9454b64f6dfafa32d06b156a0aea12bb0,2017-05,City of London Police,City of London Police,-0.084618,51.512682,On or near Gracechurch Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
3f7394b136734db44393853ca8b0f207f8dab9f3753f7ce203d26f3c9996d6c8,2017-05,City of London Police,City of London Police,-0.083993,51.511440,On or near Philpot Lane,E01032739,City of London 001F,Other theft,Under investigation,
1b42a7b9fb790c7a62d3dbec25c6908279daa0c1c8406b17256da74a873c3605,2017-05,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Other theft,Under investigation,
bbd9e5c589c8d7e8fc373fdbac898f230641c366d271186dc58164a630f076a5,2017-05,City of London Police,City of London Police,-0.084723,51.514986,On or near Conference/Exhibition Centre,E01032739,City of London 001F,Other theft,Under investigation,
91f86e8b1b4db0886e071cabf6b9b92d4c14fc803e19f33337a5ae256036e206,2017-05,City of London Police,City of London Police,-0.082965,51.516351,On or near Wormwood Street,E01032739,City of London 001F,Other theft,Under investigation,
621fc1054e6b0ebb93db022b419ccb89b8e5123ba65cd88eace56f2694cc4efc,2017-05,City of London Police,City of London Police,-0.080322,51.510651,On or near Mark Lane,E01032739,City of London 001F,Other theft,Under investigation,
5ec87d88e96a4333e4a48854af23925d2fd9c57b1b3eb6fa90844e8d6ddb9bd7,2017-05,City of London Police,City of London Police,-0.079283,51.511021,On or near Seething Lane,E01032739,City of London 001F,Other theft,Under investigation,
0024e0822e8bee44d65cf72e9d898b1bfb3bfff1b45eb2d5566ea30ffbdf1e1e,2017-05,City of London Police,City of London Police,-0.085149,51.517196,On or near Blomfield Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
e17f0ed2d006bf981853906354353b987d318ebd1b5920741db647601a0ba5fc,2017-05,City of London Police,City of London Police,-0.080318,51.520678,On or near Primrose Street,E01032739,City of London 001F,Other theft,Under investigation,
2995a55f34ce3501a57e19d3de6798107883fe3b9b3235166c35dbaef6355a1d,2017-05,City of London Police,City of London Police,-0.091823,51.514418,On or near Ironmonger Lane,E01032739,City of London 001F,Other theft,Under investigation,
63e962de9570bc9b18fd59bb57b8fe91a37e7377c1ed5583699766360a0fe3e2,2017-05,City of London Police,City of London Police,-0.084768,51.512882,On or near Corbet Court,E01032739,City of London 001F,Other theft,Under investigation,
b06c284639cf4559941c3f4f775c294b23c092d86e822ef0d333714eee59659f,2017-05,City of London Police,City of London Police,-0.085173,51.518680,On or near Finsbury Avenue,E01032739,City of London 001F,Other theft,Under investigation,
cb48ce48b253e65596ae34d40a4561402d2cf6f3f7ab2e8db330c6f8de5afe05,2017-05,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Other theft,Under investigation,
8d1d90bfcb3b99ce93bcd2e7e7c6ae881767c6bcf12b078f5024edebe7c9f3e5,2017-05,City of London Police,City of London Police,-0.081549,51.511625,On or near Mincing Lane,E01032739,City of London 001F,Other theft,Under investigation,
83c650711270738f9d48505d5e70a4a62d922aea11d1f1cd872b34bb8ca2fe81,2017-05,City of London Police,City of London Police,-0.082628,51.518189,On or near Sun Street Passage,E01032739,City of London 001F,Other theft,Under investigation,
d73acc992c8e8791568bb733bd768c5fe87b915af95329b626c0d9382f15d254,2017-05,City of London Police,City of London Police,-0.084701,51.509320,On or near Lower Thames Street,E01032739,City of London 001F,Other theft,Under investigation,
7a11c4629e616a80d3347d2e8f05ca2114251f47aecdfa570a4530b7c5747273,2017-05,City of London Police,City of London Police,-0.079011,51.509614,On or near Pedestrian Subway,E01032739,City of London 001F,Other theft,Under investigation,
d424d2f9d4f1575d7322955cf7ed67416d5ae1eea483603c83bc600199d7ca81,2017-05,City of London Police,City of London Police,-0.084618,51.512682,On or near Gracechurch Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
aded6c9157996d7eeebba0a938a92fa4a556b1ad97e3451a3ec96b9a812e40ff,2017-05,City of London Police,City of London Police,-0.077777,51.518046,On or near Sandy'S Row,E01032739,City of London 001F,Other theft,Under investigation,
df51bfa836bc77d4a85ce5d53a45c0ca62cc1e56efffcb76bc39aea3a79b1f9c,2017-05,City of London Police,City of London Police,-0.083755,51.514358,On or near Threadneedle Street,E01032739,City of London 001F,Other theft,Under investigation,
8c6636755e4e354ccdca8d66bdc485c78b7c32376b567460c6004cd787ca7c79,2017-05,City of London Police,City of London Police,-0.081549,51.511625,On or near Mincing Lane,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
33aeeaa6905f5d1e23fe46906c5afd5ddf5a4e36d507bc5b81b8d227a5560af9,2017-05,City of London Police,City of London Police,-0.085173,51.518680,On or near Finsbury Avenue,E01032739,City of London 001F,Other theft,Under investigation,
32c1124debd7669ad8e553dd86ee34ebec606c595c3b739bdac1012a5fbc746e,2017-05,City of London Police,City of London Police,-0.079162,51.514940,On or near Bevis Marks,E01032739,City of London 001F,Other theft,Under investigation,
b8852e536c0a63272e6f8e124e178bbbb46fcae0abbe9dc5dabcde91b3ad7154,2017-05,City of London Police,City of London Police,-0.079444,51.512678,On or near Fenchurch Buildings,E01032739,City of London 001F,Other theft,Under investigation,
a80cd8654e19112f2b8b21c6e39da487e4fa15e26a33c09cc5b671535dedaa7d,2017-05,City of London Police,City of London Police,-0.079444,51.512678,On or near Fenchurch Buildings,E01032739,City of London 001F,Other theft,Under investigation,
0f6f32b9d0faeb94475cb709b669b01ac273064b3992805cae4856fac79a128a,2017-05,City of London Police,City of London Police,-0.084723,51.514986,On or near Conference/Exhibition Centre,E01032739,City of London 001F,Other theft,Under investigation,
4eef7a81c0b15d2183844d90c3950fc7e0ee638f96da69443eaa1a39caf081bb,2017-05,City of London Police,City of London Police,-0.088843,51.509532,On or near Parking Area,E01032739,City of London 001F,Other theft,Under investigation,
255b2c9da572f79202715a9f6d9aa346618da50e303d5ccdd71cd47097ec5d9d,2017-05,City of London Police,City of London Police,-0.084566,51.517690,On or near Blomfield Street,E01032739,City of London 001F,Other theft,Under investigation,
9b73d09a6ad0c1e09b6652e9655abfbb94373c4d3405a7adbfac3b81a70082d0,2017-05,City of London Police,City of London Police,-0.085669,51.515100,On or near Austin Friars,E01032739,City of London 001F,Other theft,Under investigation,
2f5a1d2d055c6637cafa1cc6e7ccfc2d98c27d2cc333be323656b52fc0d8deac,2017-05,City of London Police,City of London Police,-0.078308,51.518091,On or near Widegate Street,E01032739,City of London 001F,Other theft,Under investigation,
82d44b5b0428eace6d12a18be7442f23d7f5670c1f7563ed1c85f7aabff604aa,2017-05,City of London Police,City of London Police,-0.080318,51.520678,On or near Primrose Street,E01032739,City of London 001F,Other theft,Under investigation,
a633580cdb093504ad60aef032e56ef7bb617a73c6d5e9a2e4b28e3fffa40678,2017-05,City of London Police,City of London Police,-0.084618,51.512682,On or near Gracechurch Street,E01032739,City of London 001F,Other theft,Under investigation,
87208e359eaff33cc312017ac2d08fca7b40a611772ce313220d7f6745218477,2017-05,City of London Police,City of London Police,-0.086166,51.510828,On or near Eastcheap,E01032739,City of London 001F,Other theft,Under investigation,
78bcd07a6129639e19227a0e11ea5c2f833f31d731a21691f07056f69986a3c2,2017-05,City of London Police,City of London Police,-0.081580,51.520510,On or near Pindar Street,E01032739,City of London 001F,Other theft,Under investigation,
cb9e11ac78606c9c8669fe7966b539e3f74a047595b791bfa271a1053f64da9c,2017-05,City of London Police,City of London Police,-0.084967,51.512598,On or near Bell Inn Yard,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
f25ac7ca67338478e13cec2af8774d2652008d4207a21a69e2522a58642b2dc1,2017-05,City of London Police,City of London Police,-0.084967,51.512598,On or near Bell Inn Yard,E01032739,City of London 001F,Other theft,Under investigation,
d493a09140c2234aac84c10048cdf0ffcb65988f417abf29e0cf98348d2db5bf,2017-05,City of London Police,City of London Police,-0.078856,51.518433,On or near Artillery Lane,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
f236dc4185bc7456234938f6e31a630076861ac7da93a8ceb0c296b776b6b205,2017-05,City of London Police,City of London Police,-0.092719,51.512652,On or near Queen Victoria Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
424fa1ba13e0c9459a4bba0bedb719de4444af9382f9e3942372f3d928f201ec,2017-05,City of London Police,City of London Police,-0.089040,51.512745,On or near Mansion House Place,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
3a5bf4c908162e3377dd821dbba12cfede39b29424d0d4b684d0766c6bdd9214,2017-05,City of London Police,City of London Police,-0.084566,51.517690,On or near Blomfield Street,E01032739,City of London 001F,Other theft,Under investigation,
d09279618b0a133c91b5502c1cf64ad58a27ea80e9eddf4d91b9587623875a1b,2017-05,City of London Police,City of London Police,-0.084723,51.514986,On or near Conference/Exhibition Centre,E01032739,City of London 001F,Other theft,Under investigation,
4b5a1eef06003b30393c8fc92ad1fe5a00b22c25a7626b5d211ad79cf13fb367,2017-05,City of London Police,City of London Police,-0.078924,51.508587,On or near Petty Wales,E01032739,City of London 001F,Other theft,Under investigation,
2911ca5dbb6c1b2002c2566907c794917eced1b4f36a8cfafe6d4d3c7c8a7f10,2017-05,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
2bc7a8c936b179ff56bb18e38e0262c8a6e6e36528c0f51ad67dbeccdf80e8ca,2017-05,City of London Police,City of London Police,-0.090985,51.516886,On or near Basinghall Avenue,E01032739,City of London 001F,Other theft,Under investigation,
53661502af162c02e1b093e1ec2f99325e48b829fb1c02d7a3a9269df818f26a,2017-05,City of London Police,City of London Police,-0.083645,51.512504,On or near Lime Street Passage,E01032739,City of London 001F,Other theft,Under investigation,
6a89931404b9f751597d26046ed530f6f1c0e4cdca49afbf84f7956a6f8f203e,2017-05,City of London Police,City of London Police,-0.084618,51.512682,On or near Gracechurch Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
bd6b6692c8c809a3c1ec691235a2b0ab8cd365c4d8aac5046c3155d8391c654f,2017-05,City of London Police,City of London Police,-0.080318,51.520678,On or near Primrose Street,E01032739,City of London 001F,Other theft,Under investigation,
88e77922fd8f71f61083d795700f64cf656ffd20c18d0099f21e4f283b57aff7,2017-05,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Other theft,Under investigation,
1ee4dcb28548f931675ca9c7dc188bac425236e532572eef47da8a556bb8523d,2017-05,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Other theft,Under investigation,
44a19756b616a0777b9e28b237b8d66814c8fefdbfe3655e5c96fafd7d372e11,2017-05,City of London Police,City of London Police,-0.092865,51.510182,On or near Parking Area,E01032739,City of London 001F,Other theft,Under investigation,
6c7b5096cb6bff0b427a2f434e2f09d44c5b9eadca5a0cb973791041d20790ed,2017-05,City of London Police,City of London Police,-0.084967,51.512598,On or near Bell Inn Yard,E01032739,City of London 001F,Other theft,Under investigation,
c4b652e296ff4fbb2ccc3ecae2b12b998ce96afe69f8407eba528b3abdd34a25,2017-05,City of London Police,City of London Police,-0.088843,51.509532,On or near Parking Area,E01032739,City of London 001F,Other theft,Under investigation,
88077ef2f7ca3dafb0feaad015909a6d8e14d45bcf460682877c0069c4cf59b5,2017-05,City of London Police,City of London Police,-0.081540,51.510806,On or near Mincing Lane,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
7f1af0322860a77519df0645c91f194086588c11fbd2843c6fb2de8ce86f9864,2017-05,City of London Police,City of London Police,-0.084566,51.517690,On or near Blomfield Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified,
5de16bd9180749607cf424e1b889a953d013190aaa264a365fa59c51edeb1e17,2017-05,City of London Police,City of London Police,-0.086624,51.511923,On or near Clement'S Lane,E01032739,City of London 001F,Other theft,Awaiting court outcome,
ae2855b7d4ce2cebfa7322091910f947b61dcab4d67cc342233d37ffb5db9b65,2017-05,City of London Police,City of London Police,-0.084967,51.512598,On or near Bell Inn Yard,E01032739,City of London 001F,Other theft,Under investigation,
0ecc50476afb8b2bba3a406596c1d2c8eac30f75475cecad44f58f9dc5226b02,2017-05,City of London Police,City of London Police,-0.085257,51.511200,On or near Talbot Court,E01032739,City of London 001F,Other theft,Under investigation,
f1c6d4f210975c8fe520cc4fd734c659e3ba43747d8957ec170c7851b6a5802e,2017-05,City of London Police,City of London Police,-0.086166,51.510828,On or near Eastcheap,E01032739,City of London 001F,Other theft,Under investigation,
